,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
1423,Be among the first 25 applicants,EXTERNAL,https://careers.google.com/jobs/results/87981485839000262-machine-learning-engineer/?src=Online/LinkedIn/linkedin_us&utm_source=linkedin&utm_medium=jobposting&utm_campaign=contract,,1441.0,Google,https://www.linkedin.com/company/google?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4096184417,https://www.linkedin.com/jobs/view/machine-learning-engineer-large-language-models-personal-ai-at-google-4096184417?trk=public_jobs_topcard-title,"Mountain View, CA",6 days ago,,,2024-12-10,"$189,000.00/yr - $284,000.00/yr","Information Services and Technology, Information and Internet","Machine Learning Engineer, Large Language Models, Personal AI",Information Technology and Engineering,8.0,,,189000.0,284000.0,BS,False,"['software development', 'data structures', 'algorithms', 'programming languages', 'testing', 'software design', 'architecture', 'generative AI', 'machine learning', 'data engineering', 'model training', 'model evaluation']"
1424,Be among the first 25 applicants,EXTERNAL,https://cityjobs.nyc.gov/job/city-research-scientist-level-iii-in-nyc-all-boros-jid-26887,,2904.0,City of New York,https://www.linkedin.com/company/city-of-new-york?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4095527455,https://www.linkedin.com/jobs/view/city-research-scientist-level-iii-at-city-of-new-york-4095527455?trk=public_jobs_topcard-title,"All, MO",4 days ago,,,2024-12-12,,Government Administration,"City Research Scientist, Level III",Other,2.0,,,95070.0,124935.0,MS,False,"['communication', 'data_analysis', 'Excel', 'programming', 'data_visualization', 'Microsoft_Office']"
1425,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=48b72a261d85&source=linkedin-premium-1&utm_source=partner&pos=360481&utm_medium=linkedin-premium-1&puid=3decgdd83aeegdd93deegadfgddefdda3deffadc3de88ddb7ed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3ded9dd79dda2dedbddbfdd9fed33de9bddgaed32ee3gddb8ddeded33ee3ged3gddbgddgfed33ee3fddg3ee3bddcaddf2ded&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100798967,https://www.linkedin.com/jobs/view/work-from-home-remote-coding-expertise-for-ai-training-new-zealand-at-outlier-4100798967?trk=public_jobs_topcard-title,"Minnesota, United States",3 days ago,,,2024-12-14,$25.00/hr - $50.00/hr,Software Development,Work from Home Remote Coding Expertise for AI Training (New Zealand),Other,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog']"
1426,36 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-llm-applications-at-lumicity-4097075516?trk=public_jobs_topcard-title,"401(k)
Medical insurance
Dental insurance
Vision insurance",79500056.0,Lumicity,https://www.linkedin.com/company/lumicity?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4097075516,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-llm-applications-at-lumicity-4097075516?trk=public_jobs_topcard-title,"Los Angeles, CA",5 days ago,Dave Broadbent,https://www.linkedin.com/in/davebroadbent,2024-12-11,"$220,000.00/yr - $280,000.00/yr",Computer Games and Software Development,Senior Machine Learning Engineer - LLM Applications,Engineering,6.0,,,,,,True,"['AI Development', 'AI Architecture', 'Innovation', 'Collaboration', 'Python', 'PyTorch', 'TensorFlow', 'cloud-based ML deployment', 'LLM Mastery', 'Architectural Strength', 'Product-Focused Approach']"
1427,196 applicants,EXTERNAL,https://careers.datadoghq.com/detail/6169385/?gh_jid=6169385&gh_src=8363eca61,,1066442.0,Datadog,https://www.linkedin.com/company/datadog?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,3997652223,https://www.linkedin.com/jobs/view/senior-data-scientist-ai-applied-researcher-at-datadog-3997652223?trk=public_jobs_topcard-title,"New York, NY",1 day ago,,,2024-12-15,,Software Development,Senior Data Scientist - AI Applied Researcher,Engineering and Information Technology,,,,187000.0,240000.0,PHD,True,"['deep learning', 'reinforcement learning', 'natural language processing', 'distributed training', 'PyTorch', 'TensorFlow', 'GPU programming', 'model compression']"
1428,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=4bbfeabdba47&source=linkedin-premium-1&utm_source=partner&pos=375626&utm_medium=linkedin-premium-1&puid=3decgade3aeegada3aebgadfgadefadc3aeefadf3dec8dd97ed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3ded9dd79ddb2de7bdd9fddbfed33de9bddgaed32ee3gddb8ddeded33ee3ged3gddbgddgfed33ee3fddg3ee3bddcaddf2ded&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100904402,https://www.linkedin.com/jobs/view/work-from-home-remote-coding-expertise-for-ai-training-new-zealand-at-outlier-4100904402?trk=public_jobs_topcard-title,"Austin, TX",3 days ago,,,2024-12-14,$25.00/hr - $50.00/hr,Software Development,Work from Home Remote Coding Expertise for AI Training (New Zealand),Other,,25.0,50.0,,,BS,True,"['coding', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog']"
1429,197 applicants,EXTERNAL,https://connex.ai/uk/Careers/data-scientist/,,2818667.0,ConnexAI,https://uk.linkedin.com/company/connex-ltd?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101171352,https://www.linkedin.com/jobs/view/data-scientist-at-connexai-4101171352?trk=public_jobs_topcard-title,"Manchester, IN",13 hours ago,,,2024-12-17,,Software Development,Data Scientist,Engineering and Information Technology,1.0,,,,,,False,"['Data Science', 'NLP', 'LLMs', 'Python', 'machine learning']"
1430,Over 200 applicants,EXTERNAL,https://recruiting2.ultipro.com/OVA1001OVAT/JobBoard/85b30ac8-fbc2-423f-a2d7-874fdd0afe5f/OpportunityDetail?opportunityId=05845f98-d766-4f15-9262-26534ecbea8c&source=LinkedIn&utm_source=LINKEDIN,,1105221.0,Ovative Group,https://www.linkedin.com/company/ovative-group?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4082082667,https://www.linkedin.com/jobs/view/sr-data-scientist-at-ovative-group-4082082667?trk=public_jobs_topcard-title,United States,3 days ago,,,2024-12-13,"$79,000.00/yr - $132,000.00/yr",Advertising Services,Sr. Data Scientist,Engineering and Information Technology,5.0,,,79000.0,132000.0,,False,"['data science', 'analytics', 'machine learning', 'statistics', 'scalable coding', 'SQL', 'R', 'Python', 'data science tools', 'business acumen', 'digital marketing', 'marketing methods', 'Bayesian methods', 'communication']"
1431,Over 200 applicants,EXTERNAL,https://job-boards.greenhouse.io/scaleai/jobs/4281519005?gh_src=acad35425us,,17998520.0,Scale AI,https://www.linkedin.com/company/scaleai?trk=public_jobs_topcard-org-name,Full-time,Entry level,3995286406,https://www.linkedin.com/jobs/view/machine-learning-engineer-federal-at-scale-ai-3995286406?trk=public_jobs_topcard-title,"New York, NY",6 days ago,,,2024-12-10,,Software Development,"Machine Learning Engineer, Federal",Engineering and Information Technology,,,,201960.0,293250.0,Graduate degree,False,"['computer vision', 'deep learning', 'reinforcement learning', 'natural language processing', 'algorithms', 'data structures', 'object-oriented programming', 'Python', 'JavaScript', 'Tensorflow', 'PyTorch', 'cloud technology', 'generative AI']"
1432,Be among the first 25 applicants,EXTERNAL,https://www.resume-library.com/feed/click/551/208014671?dpj=yes,,65512161.0,"Allergan Aesthetics, an AbbVie Company",https://www.linkedin.com/company/allergan-aesthetics?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099129955,https://www.linkedin.com/jobs/view/senior-data-scientist-clinical-analytics-at-allergan-aesthetics-an-abbvie-company-4099129955?trk=public_jobs_topcard-title,"Irvine, CA",3 days ago,,,2024-12-14,,Biotechnology Research and IT Services and IT Consulting,"Senior Data Scientist, Clinical Analytics",Engineering and Information Technology,,,,,,,False,"['Machine Learning', 'Visual Analytics', 'Analytics Consultant', 'Statistical Methods', 'Data Integrity', 'Process Improvement', 'Coaching', 'Mentoring', 'KPI Creation']"
1433,26 applicants,EXTERNAL,https://careers.boozallen.com/careers/JobDetail?jobId=103135&source=JB-16500,,1403.0,Booz Allen Hamilton,https://www.linkedin.com/company/booz-allen-hamilton?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4080643561,https://www.linkedin.com/jobs/view/data-scientist-at-booz-allen-hamilton-4080643561?trk=public_jobs_topcard-title,"Annapolis, MD",5 days ago,,,2024-12-11,"$75,600.00/yr - $172,000.00/yr",IT Services and IT Consulting,Data Scientist,Engineering and Information Technology,1.0,,,75600.0,172000.0,BS,True,"['statistics', 'operations research', 'advanced mathematics', 'R', 'Python', 'qualitative analysis', 'quantitative analysis', 'optimization', 'modeling', 'simulation', 'decision analysis', 'data gathering', 'data cleansing', 'data parsing']"
1434,66 applicants,EXTERNAL,https://job-boards.greenhouse.io/aptoslabs/jobs/4249573005?gh_src=db8442d55us,,79119792.0,Aptos Labs,https://www.linkedin.com/company/aptoslabs?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,3988212520,https://www.linkedin.com/jobs/view/research-scientist-at-aptos-labs-3988212520?trk=public_jobs_topcard-title,Utica-Rome Area,2 days ago,,,2024-12-14,"$150,000.00/yr - $300,000.00/yr","Technology, Information and Internet",Research Scientist,Other,,,,150000.0,300000.0,PhD,False,"['Distributed Systems', 'Cryptography', 'Programming Languages', 'Game Theory', 'Databases', 'Security and Privacy', 'Communication Skills']"
1435,Over 200 applicants,EXTERNAL,https://jobs.jobvite.com/chartis/job/oNPKufwA?__jvst=Job+Board&__jvsd=LinkedIn,,38109.0,Chartis,https://www.linkedin.com/company/the-chartis-group?trk=public_jobs_topcard-org-name,Full-time,Entry level,4061825939,https://www.linkedin.com/jobs/view/data-scientist-healthscape-at-chartis-4061825939?trk=public_jobs_topcard-title,"Chicago, IL",5 days ago,,,2024-12-11,,Business Consulting and Services,"Data Scientist, HealthScape",Engineering and Information Technology,2.0,,,,,BS,False,"['analytics', 'healthcare', 'programming', 'SQL', 'Python', 'Snowpark', 'dbt', 'data visualization', 'cloud technologies', 'Tableau', 'PowerBI', 'statistical analysis']"
1436,124 applicants,EXTERNAL,https://boards.greenhouse.io/medeanalytics/jobs/7642474002?source=LinkedIn,"Medical insurance
Vision insurance
Dental insurance
401(k)",400277.0,MedeAnalytics,https://www.linkedin.com/company/medeanalytics-inc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4073654562,https://www.linkedin.com/jobs/view/%09sr-data-scientist-healthcare-ai-analytics-at-medeanalytics-4073654562?trk=public_jobs_topcard-title,Dallas-Fort Worth Metroplex,3 days ago,,,2024-12-13,"$140,000.00/yr - $180,000.00/yr",Hospitals and Health Care and IT Services and IT Consulting,Sr. Data Scientist - Healthcare AI & Analytics,Engineering and Information Technology,5.0,0.0,0.0,140000.0,180000.0,MS,False,"['data science', 'healthcare analytics', 'NLP', 'Python', 'machine learning', 'cloud technologies', 'Generative AI', 'data modeling', 'statistics', 'deep learning']"
1437,49 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/remote-sr-data-scientist-b2c-behavioral-data-machine-learning-at-cybercoders-4096078516?trk=public_jobs_topcard-title,,21836.0,CyberCoders,https://www.linkedin.com/company/cybercoders?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4096078516,https://www.linkedin.com/jobs/view/remote-sr-data-scientist-b2c-behavioral-data-machine-learning-at-cybercoders-4096078516?trk=public_jobs_topcard-title,"Miami, FL",6 days ago,,,2024-12-10,"$150,000.00/yr - $220,000.00/yr","Technology, Information and Internet","Remote Sr Data Scientist - B2C Behavioral Data, Machine Learning",Information Technology,,75.0,110.0,,,MS,True,"['data science', 'B2C analysis', 'machine learning', 'Python', 'SQL', 'predictive modeling', 'statistical analysis', 'ARIMA', 'regression', 'xgboost', 'Random Forest', 'DBT', 'Airflow', 'problem-solving']"
1438,101 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/generative-ai-engineer-at-incedo-inc-4101203210?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance",2499560.0,Incedo Inc.,https://www.linkedin.com/company/incedo-inc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101203210,https://www.linkedin.com/jobs/view/generative-ai-engineer-at-incedo-inc-4101203210?trk=public_jobs_topcard-title,"Irving, TX",10 hours ago,Manvendra (Manav) Singh,https://in.linkedin.com/in/manvendra-manav-singh-a14848b2,2024-12-17,,IT Services and IT Consulting and Telecommunications,Generative AI Engineer,Information Technology,,,,,,,True,"['machine learning', 'deep learning', 'Python', 'generative AI', 'back-end development', 'API development', 'NLP techniques', 'cloud platforms', 'chunking strategies', 'RAG applications', 'LangChain']"
1439,Be among the first 25 applicants,EXTERNAL,https://phoenix-recruiting.zohorecruit.eu/jobs/Careers/62094000107401452/Mid-level-Data-Scientist?source=LinkedIn-Basic&embedsource=LinkedIn%2BLimited%2BListings,,99407653.0,Phoenix Recruitment,https://www.linkedin.com/company/phoenix-recruitment-staffing?trk=public_jobs_topcard-org-name,Full-time,Entry level,4099794233,https://www.linkedin.com/jobs/view/mid-level-data-scientist-at-phoenix-recruitment-4099794233?trk=public_jobs_topcard-title,"Seattle, WA",3 days ago,,,2024-12-13,"$81,000.00/yr - $91,000.00/yr",Software Development,Mid level Data Scientist,Information Technology,3.0,0.0,0.0,81000.0,91000.0,MS,True,"['machine learning', 'data modeling', 'feature extraction', 'supervised learning', 'programming', 'data visualization', 'big data', 'statistical modeling', 'data pipelines']"
1440,Be among the first 25 applicants,EXTERNAL,https://jobs.dayforcehcm.com/en-US/mriglobal/CANDIDATEPORTAL/jobs/3590,,2014981.0,MRIGlobal,https://www.linkedin.com/company/mriglobal?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102103465,https://www.linkedin.com/jobs/view/associate-scientist-at-mriglobal-4102103465?trk=public_jobs_topcard-title,"Gaithersburg, MD",8 hours ago,,,2024-12-17,,Research Services,Associate Scientist,"Research, Analyst, and Information Technology",3.0,,,,,MS,False,"['DNA extraction', 'PCR', 'immunoassay', 'sample processing', 'data entry', 'laboratory skills', 'time management']"
1441,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=15a2c507f681&source=linkedin-premium-1&utm_source=partner&pos=107635&utm_medium=linkedin-premium-1&puid=3defgddb3aefgdde3aedgddbgddgfdd93aeafdda3de88ddf7ed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3ded9dd79ddd2decbddcfddbfed33de9bddgaed32ee3gddb8ddeded33ee3ged3gddbgddgfed33ee3fddg3ee3bddcaddf2ded&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100746409,https://www.linkedin.com/jobs/view/work-from-home-remote-coding-expertise-for-ai-training-new-zealand-at-outlier-4100746409?trk=public_jobs_topcard-title,"Jersey City, NJ",3 days ago,,,2024-12-14,$25.00/hr - $50.00/hr,Software Development,Work from Home Remote Coding Expertise for AI Training (New Zealand),Other,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'computer science']"
1442,Be among the first 25 applicants,EXTERNAL,https://tnl2.jometer.com/v2/job?jz=5wqzs68193ad63dbdfea6f9de14afb84e8c49CEALBBQAAADQ&iis=Job%20Board%20-%20Recruitment%20Marketing&iisn=LinkedIn,,1815218.0,Uber,https://www.linkedin.com/company/uber-com?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4102222109,https://www.linkedin.com/jobs/view/staff-scientist-ubereats-feed-at-uber-4102222109?trk=public_jobs_topcard-title,"New York, NY",34 minutes ago,,,2024-12-17,"$203,000.00/yr - $225,500.00/yr",Internet Marketplace Platforms,"Staff Scientist, UberEats Feed","Research, Analyst, and Information Technology",,,,203000.0,225500.0,,False,
1443,Be among the first 25 applicants,EXTERNAL,https://careers.rivian.com/careers-home/jobs/20698?lang=en-us&previousLocale=en-US,,96666603.0,EV.Careers,https://www.linkedin.com/company/ev-careersandjobs?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096373254,https://www.linkedin.com/jobs/view/machine-learning-engineer-ii-at-ev-careers-4096373254?trk=public_jobs_topcard-title,"Palo Alto, CA",5 days ago,,,2024-12-11,"$129,300.00/yr - $161,600.00/yr",Staffing and Recruiting,Machine Learning Engineer II,Engineering and Information Technology,,,,129300.0,161600.0,BS,False,"['Quantization', 'Neural Networks', 'Sparsity', 'C++', 'Python', 'Numpy', 'Pytorch']"
1444,178 applicants,EXTERNAL,https://grnh.se/7c412f0f8us?gh_src=8235ee1a8us&source=LinkedIn,,18967427.0,Quince,https://www.linkedin.com/company/onequince?trk=public_jobs_topcard-org-name,Full-time,Entry level,4044604652,https://www.linkedin.com/jobs/view/staff-data-scientist-ml-growth-at-quince-4044604652?trk=public_jobs_topcard-title,"San Francisco, CA",4 days ago,,,2024-12-12,,"Technology, Information and Internet","Staff Data Scientist, ML - Growth",Engineering and Information Technology,5.0,,,,,MS,True,"['machine learning', 'predictive modeling', 'causal inference', 'data science', 'Python', 'SQL', 'growth marketing']"
